FILE;LOC;COM;BLK;NOF;NOC;APF;AMC;NER;NEH;CYC;MAD;BUG
./scikit-learn/sklearn/neighbors/_nearest_centroid.py;177;17;39;3;1;2.33;3.0;3;0;12;10;1
./scikit-learn/sklearn/neighbors/_regression.py;410;14;100;7;2;2.14;3.5;0;0;12;12;0
./scikit-learn/sklearn/neighbors/_unsupervised.py;143;1;33;2;1;2.0;2.0;0;0;1;8;0
./scikit-learn/sklearn/neighbors/_kde.py;310;15;56;7;1;2.43;7.0;2;0;15;14;0
./scikit-learn/sklearn/neighbors/_classification.py;696;42;143;11;2;2.09;5.0;6;0;63;13;0
./scikit-learn/sklearn/neighbors/tests/test_ball_tree.py;153;9;47;12;0;1.75;0.0;0;0;8;11;0
./scikit-learn/sklearn/neighbors/tests/test_graph.py;81;5;20;4;0;0.5;0.0;0;0;3;10;0
./scikit-learn/sklearn/neighbors/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/neighbors/tests/test_nearest_centroid.py;127;18;34;9;0;0.22;0.0;0;0;5;10;1
./scikit-learn/sklearn/neighbors/tests/test_nca.py;460;52;100;26;2;1.08;2.0;0;0;20;11;0
./scikit-learn/sklearn/neighbors/tests/test_neighbors_tree.py;226;8;70;13;0;3.62;0.0;1;0;13;19;0
./scikit-learn/sklearn/neighbors/tests/test_quad_tree.py;109;24;35;5;0;0.6;0.0;0;0;6;11;0
./scikit-learn/sklearn/neighbors/tests/test_neighbors.py;1947;186;437;89;0;1.91;0.0;0;0;147;14;0
./scikit-learn/sklearn/neighbors/tests/test_kde.py;204;24;48;12;0;1.92;0.0;1;0;32;19;0
./scikit-learn/sklearn/neighbors/tests/test_lof.py;285;42;76;15;0;1.2;0.0;0;0;13;10;0
./scikit-learn/sklearn/neighbors/tests/test_neighbors_pipeline.py;212;19;44;8;0;0.0;0.0;0;0;3;9;0
./scikit-learn/sklearn/neighbors/tests/test_kd_tree.py;78;10;22;5;0;1.2;0.0;0;0;4;9;0
./scikit-learn/sklearn/metrics/__init__.py;179;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/metrics/_scorer.py;872;17;167;26;4;1.96;4.25;16;5;67;13;0
./scikit-learn/sklearn/metrics/_base.py;158;15;42;2;0;4.5;0.0;2;0;18;11;0
./scikit-learn/sklearn/metrics/_regression.py;1547;52;304;20;0;2.5;0.0;13;0;75;15;0
./scikit-learn/sklearn/metrics/_ranking.py;1718;78;333;20;0;2.85;0.0;38;0;121;13;0
./scikit-learn/sklearn/metrics/pairwise.py;2094;117;461;36;0;2.56;0.0;12;0;160;12;1
./scikit-learn/sklearn/metrics/_classification.py;2847;79;509;25;0;2.36;0.0;30;3;156;13;1
./scikit-learn/sklearn/metrics/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/metrics/tests/test_ranking.py;1953;174;321;86;0;1.16;0.0;0;0;103;14;0
./scikit-learn/sklearn/metrics/tests/test_common.py;1611;146;266;48;0;1.71;0.0;3;0;79;11;0
./scikit-learn/sklearn/metrics/tests/test_classification.py;2615;255;481;102;0;0.68;0.0;0;2;143;12;1
./scikit-learn/sklearn/metrics/tests/test_dist_metrics.py;333;39;89;19;0;1.89;0.0;0;0;28;15;0
./scikit-learn/sklearn/metrics/tests/test_score_objects.py;1322;122;250;63;6;1.24;1.33;1;2;58;10;0
./scikit-learn/sklearn/metrics/tests/test_pairwise.py;1393;197;275;69;0;1.39;0.0;0;1;51;14;0
./scikit-learn/sklearn/metrics/tests/test_pairwise_distances_reduction.py;1435;103;208;23;0;3.0;0.0;2;1;82;11;0
./scikit-learn/sklearn/metrics/tests/test_regression.py;581;53;90;17;0;0.47;0.0;0;0;28;14;0
./scikit-learn/sklearn/metrics/_plot/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/metrics/_plot/regression.py;328;2;78;4;1;2.5;4.0;3;0;15;11;0
./scikit-learn/sklearn/metrics/_plot/roc_curve.py;342;0;77;4;1;2.5;4.0;0;0;12;10;0
./scikit-learn/sklearn/metrics/_plot/precision_recall_curve.py;415;0;89;4;1;3.0;4.0;1;0;13;10;0
./scikit-learn/sklearn/metrics/_plot/det_curve.py;273;0;59;4;1;2.5;4.0;0;0;5;10;0
./scikit-learn/sklearn/metrics/_plot/confusion_matrix.py;393;1;89;4;1;2.5;4.0;1;0;17;12;0
./scikit-learn/sklearn/metrics/_plot/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/metrics/_plot/tests/test_precision_recall_display.py;301;29;60;9;0;2.56;0.0;0;0;16;9;0
./scikit-learn/sklearn/metrics/_plot/tests/test_det_curve_display.py;87;6;19;2;0;4.0;0.0;0;0;7;9;0
./scikit-learn/sklearn/metrics/_plot/tests/test_predict_error_display.py;140;1;21;7;0;3.14;0.0;0;0;10;10;0
./scikit-learn/sklearn/metrics/_plot/tests/test_confusion_matrix_display.py;304;16;76;10;0;1.9;0.0;0;0;22;11;0
./scikit-learn/sklearn/metrics/_plot/tests/test_common_curve_display.py;229;12;40;11;2;3.09;0.5;0;0;15;11;0
./scikit-learn/sklearn/metrics/_plot/tests/test_roc_curve_display.py;268;11;47;7;0;3.57;0.0;0;0;21;10;0
./scikit-learn/sklearn/metrics/_pairwise_distances_reduction/__init__.py;109;93;3;0;0;0.0;0.0;0;0;1;3;0
./scikit-learn/sklearn/metrics/_pairwise_distances_reduction/_dispatcher.py;648;20;116;12;5;4.67;1.8;7;0;36;11;0
./scikit-learn/sklearn/metrics/cluster/__init__.py;50;0;3;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/metrics/cluster/_bicluster.py;84;0;23;4;0;2.75;0.0;0;0;2;9;0
./scikit-learn/sklearn/metrics/cluster/_supervised.py;1022;49;276;15;0;2.0;0.0;4;0;39;12;1
./scikit-learn/sklearn/metrics/cluster/_unsupervised.py;384;11;82;6;0;2.33;0.0;4;0;20;11;0
./scikit-learn/sklearn/metrics/cluster/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/metrics/cluster/tests/test_bicluster.py;45;1;11;3;0;0.0;0.0;0;0;1;7;0
./scikit-learn/sklearn/metrics/cluster/tests/test_common.py;190;30;29;9;0;1.44;0.0;0;0;9;12;0
./scikit-learn/sklearn/metrics/cluster/tests/test_supervised.py;401;47;81;29;0;0.38;0.0;0;0;19;15;0
./scikit-learn/sklearn/metrics/cluster/tests/test_unsupervised.py;358;36;55;15;0;0.53;0.0;0;0;12;9;0
./scikit-learn/sklearn/ensemble/__init__.py;43;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/ensemble/_iforest.py;459;37;109;13;1;1.92;12.0;1;0;13;12;0
./scikit-learn/sklearn/ensemble/_base.py;244;15;61;15;2;1.93;6.0;5;2;25;12;1
./scikit-learn/sklearn/ensemble/_weight_boosting.py;1016;78;258;26;3;2.88;8.33;5;1;46;13;1
./scikit-learn/sklearn/ensemble/_bagging.py;1079;57;256;32;3;2.66;7.67;6;0;67;13;1
./scikit-learn/sklearn/ensemble/_forest.py;2451;66;531;41;8;2.63;4.5;11;0;99;12;1
./scikit-learn/sklearn/ensemble/_gb.py;1844;131;324;46;4;2.89;9.5;12;4;104;14;1
./scikit-learn/sklearn/ensemble/_voting.py;613;23;140;21;3;2.05;7.0;6;1;26;12;1
./scikit-learn/sklearn/ensemble/_stacking.py;857;40;163;27;3;2.19;8.33;6;2;39;13;1
./scikit-learn/sklearn/ensemble/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/ensemble/tests/test_base.py;87;10;22;5;2;0.4;1.0;0;0;2;10;0
./scikit-learn/sklearn/ensemble/tests/test_bagging.py;789;76;187;43;5;0.67;1.4;0;0;25;12;1
./scikit-learn/sklearn/ensemble/tests/test_common.py;238;21;24;5;0;2.8;0.0;0;0;12;11;1
./scikit-learn/sklearn/ensemble/tests/test_voting.py;661;22;127;30;2;1.13;1.0;1;1;20;12;1
./scikit-learn/sklearn/ensemble/tests/test_gradient_boosting.py;1403;152;308;69;0;0.86;0.0;0;1;39;10;1
./scikit-learn/sklearn/ensemble/tests/test_stacking.py;777;53;113;28;3;2.07;1.33;0;0;28;11;1
./scikit-learn/sklearn/ensemble/tests/test_iforest.py;283;34;80;19;0;0.89;0.0;0;0;11;12;0
./scikit-learn/sklearn/ensemble/tests/test_weight_boosting.py;567;99;138;29;4;1.0;1.25;0;0;20;11;0
./scikit-learn/sklearn/ensemble/tests/test_forest.py;1510;142;346;71;1;1.13;2.0;0;0;83;16;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/__init__.py;4;0;1;0;0;0.0;0.0;0;0;1;2;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/predictor.py;122;11;23;7;1;3.0;7.0;0;1;3;10;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py;2008;155;289;43;3;2.58;13.33;15;3;153;14;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/binning.py;276;18;47;5;1;3.0;4.0;4;0;21;11;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/utils.py;124;10;22;1;0;3.0;0.0;3;0;20;9;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/grower.py;718;53;88;15;2;3.53;7.0;5;0;46;11;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_monotonic_contraints.py;381;92;65;13;0;1.15;0.0;0;0;35;12;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_histogram.py;210;8;29;4;0;0.75;0.0;0;0;10;9;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_binning.py;390;35;99;22;0;1.09;0.0;0;0;13;14;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_splitting.py;972;220;98;10;0;2.2;0.0;0;0;14;10;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_grower.py;536;76;114;17;0;1.35;0.0;0;0;31;11;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_predictor.py;152;19;35;3;0;1.67;0.0;0;0;2;10;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_gradient_boosting.py;1415;256;269;61;1;1.31;2.0;0;1;44;12;1
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_bitset.py;56;0;8;2;0;2.5;0.0;0;0;7;9;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_warm_start.py;196;33;35;9;0;3.0;0.0;0;0;10;11;0
./scikit-learn/sklearn/ensemble/_hist_gradient_boosting/tests/test_compare_lightgbm.py;237;44;42;3;0;4.33;0.0;0;0;16;12;0
./scikit-learn/sklearn/linear_model/_omp.py;936;21;185;10;2;3.4;2.5;5;0;92;12;0
./scikit-learn/sklearn/linear_model/__init__.py;97;3;3;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/linear_model/_perceptron.py;181;2;48;1;1;1.0;1.0;0;0;1;8;0
./scikit-learn/sklearn/linear_model/_coordinate_descent.py;2630;140;582;39;9;2.41;3.78;12;0;131;13;1
./scikit-learn/sklearn/linear_model/_sag.py;307;16;64;2;0;10.0;0.0;2;0;21;9;0
./scikit-learn/sklearn/linear_model/_linear_loss.py;592;68;80;12;1;4.75;10.0;1;0;45;14;0
./scikit-learn/sklearn/linear_model/_passive_aggressive.py;465;2;110;6;2;3.17;3.0;1;0;8;8;0
./scikit-learn/sklearn/linear_model/_logistic.py;1964;113;323;14;2;3.79;5.0;14;0;159;15;0
./scikit-learn/sklearn/linear_model/_base.py;689;54;156;21;4;2.52;3.0;1;0;57;15;1
./scikit-learn/sklearn/linear_model/_theil_sen.py;374;10;82;7;1;2.57;3.0;3;0;16;11;0
./scikit-learn/sklearn/linear_model/_huber.py;288;20;64;3;1;3.67;2.0;1;0;11;11;0
./scikit-learn/sklearn/linear_model/_stochastic_gradient.py;2280;72;387;47;7;4.7;6.29;15;0;135;13;0
./scikit-learn/sklearn/linear_model/_least_angle.py;1929;92;413;19;5;3.63;2.8;6;0;118;13;1
./scikit-learn/sklearn/linear_model/_ridge.py;2374;105;517;70;12;3.24;4.08;16;3;195;14;0
./scikit-learn/sklearn/linear_model/_ransac.py;603;31;123;7;1;2.29;6.0;5;1;42;16;0
./scikit-learn/sklearn/linear_model/_bayes.py;635;43;149;11;2;4.55;5.0;0;0;25;13;1
./scikit-learn/sklearn/linear_model/_quantile.py;263;36;45;2;1;2.5;2.0;3;0;21;14;0
./scikit-learn/sklearn/linear_model/tests/test_theil_sen.py;250;31;44;20;0;0.25;0.0;0;0;8;10;0
./scikit-learn/sklearn/linear_model/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/linear_model/tests/test_perceptron.py;65;2;23;8;1;1.25;4.0;0;0;6;11;0
./scikit-learn/sklearn/linear_model/tests/test_base.py;635;70;154;25;0;1.36;0.0;0;0;45;10;1
./scikit-learn/sklearn/linear_model/tests/test_bayes.py;231;44;68;17;0;0.65;0.0;0;0;5;10;0
./scikit-learn/sklearn/linear_model/tests/test_ridge.py;1898;161;371;80;0;2.01;0.0;0;0;141;12;0
./scikit-learn/sklearn/linear_model/tests/test_ransac.py;437;35;108;31;0;0.68;0.0;0;0;13;9;0
./scikit-learn/sklearn/linear_model/tests/test_sgd.py;1817;215;420;111;3;1.15;3.33;0;0;63;11;0
./scikit-learn/sklearn/linear_model/tests/test_common.py;135;21;12;1;0;3.0;0.0;0;0;14;11;0
./scikit-learn/sklearn/linear_model/tests/test_sparse_coordinate_descent.py;322;29;62;14;0;2.0;0.0;0;0;8;11;0
./scikit-learn/sklearn/linear_model/tests/test_passive_aggressive.py;223;10;55;17;1;1.65;3.0;0;0;25;14;0
./scikit-learn/sklearn/linear_model/tests/test_sag.py;811;38;136;24;0;2.0;0.0;1;0;43;14;0
./scikit-learn/sklearn/linear_model/tests/test_least_angle.py;720;124;150;41;0;0.49;0.0;0;0;35;12;0
./scikit-learn/sklearn/linear_model/tests/test_linear_loss.py;316;21;41;7;0;3.57;0.0;0;0;15;12;0
./scikit-learn/sklearn/linear_model/tests/test_omp.py;222;13;51;21;0;0.14;0.0;0;0;4;10;0
./scikit-learn/sklearn/linear_model/tests/test_logistic.py;1861;240;346;72;1;0.94;2.0;0;0;102;11;0
./scikit-learn/sklearn/linear_model/tests/test_coordinate_descent.py;1346;161;287;69;3;0.88;1.0;1;0;77;12;0
./scikit-learn/sklearn/linear_model/tests/test_quantile.py;266;29;40;14;0;1.86;0.0;0;0;11;10;0
./scikit-learn/sklearn/linear_model/tests/test_huber.py;171;26;45;13;0;0.46;0.0;0;0;3;9;0
./scikit-learn/sklearn/linear_model/_glm/__init__.py;14;2;1;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/linear_model/_glm/_newton_solver.py;444;61;79;12;2;3.75;6.0;0;1;33;13;1
./scikit-learn/sklearn/linear_model/_glm/glm.py;745;53;157;13;4;1.62;3.25;3;1;20;13;1
./scikit-learn/sklearn/linear_model/_glm/tests/__init__.py;2;2;0;0;0;0.0;0.0;0;0;1;0;1
./scikit-learn/sklearn/linear_model/_glm/tests/test_glm.py;977;152;132;25;1;2.24;1.0;0;0;78;12;1
./scikit-learn/sklearn/cross_decomposition/_pls.py;926;74;227;22;5;2.86;3.0;6;2;40;12;1
./scikit-learn/sklearn/cross_decomposition/__init__.py;2;0;1;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/cross_decomposition/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/cross_decomposition/tests/test_pls.py;591;54;148;27;0;0.78;0.0;0;0;17;11;1
./scikit-learn/sklearn/compose/__init__.py;16;0;4;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/compose/_column_transformer.py;1415;70;239;40;3;1.95;11.67;13;8;129;15;1
./scikit-learn/sklearn/compose/_target.py;291;18;61;6;1;1.83;6.0;4;1;31;11;0
./scikit-learn/sklearn/compose/tests/test_column_transformer.py;2337;126;406;109;10;1.21;2.4;2;0;71;13;1
./scikit-learn/sklearn/compose/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/compose/tests/test_target.py;327;40;68;32;5;1.38;2.2;0;0;10;12;0
./scikit-learn/sklearn/inspection/__init__.py;11;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/inspection/_partial_dependence.py;617;52;104;4;0;4.0;0.0;20;2;74;11;1
./scikit-learn/sklearn/inspection/_pd_utils.py;55;3;9;2;0;2.0;0.0;3;1;10;11;0
./scikit-learn/sklearn/inspection/_permutation_importance.py;262;12;47;4;0;4.75;0.0;1;0;11;13;0
./scikit-learn/sklearn/inspection/tests/test_pd_utils.py;38;0;9;4;0;2.0;0.0;0;0;3;8;0
./scikit-learn/sklearn/inspection/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/inspection/tests/test_permutation_importance.py;445;100;95;14;0;1.21;0.0;0;1;8;12;1
./scikit-learn/sklearn/inspection/tests/test_partial_dependence.py;798;87;131;29;1;1.52;1.0;0;1;27;10;1
./scikit-learn/sklearn/inspection/_plot/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/inspection/_plot/partial_dependence.py;1283;59;190;8;1;6.38;8.0;21;1;119;12;0
./scikit-learn/sklearn/inspection/_plot/decision_boundary.py;342;8;70;4;1;3.0;3.0;10;1;41;12;1
./scikit-learn/sklearn/inspection/_plot/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/inspection/_plot/tests/test_boundary_decision_display.py;513;27;100;24;4;2.0;0.25;0;0;17;9;1
./scikit-learn/sklearn/inspection/_plot/tests/test_plot_partial_dependence.py;991;37;149;30;1;3.57;0.0;0;0;36;12;0
./scikit-learn/sklearn/covariance/__init__.py;42;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/covariance/_empirical_covariance.py;299;15;65;9;1;2.22;7.0;1;0;13;11;0
./scikit-learn/sklearn/covariance/_graph_lasso.py;962;50;174;12;3;3.25;2.0;3;2;51;14;1
./scikit-learn/sklearn/covariance/_robust_covariance.py;756;62;113;8;1;4.25;4.0;2;1;35;12;1
./scikit-learn/sklearn/covariance/_shrunk_covariance.py;662;51;154;11;3;1.82;1.67;0;0;23;12;1
./scikit-learn/sklearn/covariance/_elliptic_envelope.py;216;3;51;6;1;2.33;6.0;0;0;1;8;0
./scikit-learn/sklearn/covariance/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/covariance/tests/test_robust_covariance.py;142;45;29;8;0;1.25;0.0;0;0;6;10;0
./scikit-learn/sklearn/covariance/tests/test_graphical_lasso.py;274;18;44;12;0;1.0;0.0;0;0;11;10;1
./scikit-learn/sklearn/covariance/tests/test_elliptic_envelope.py;45;0;7;2;0;0.5;0.0;0;0;3;10;0
./scikit-learn/sklearn/covariance/tests/test_covariance.py;318;59;59;10;0;0.3;0.0;0;0;8;10;0
./scikit-learn/sklearn/externals/__init__.py;3;0;2;0;0;0.0;0.0;0;0;1;2;0
./scikit-learn/sklearn/externals/_arff.py;890;95;217;45;23;1.98;1.39;41;10;128;14;0
./scikit-learn/sklearn/externals/conftest.py;6;4;0;1;0;2.0;0.0;0;0;1;3;0
./scikit-learn/sklearn/externals/_scipy/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/externals/_scipy/sparse/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/externals/_scipy/sparse/csgraph/__init__.py;1;0;0;0;0;0.0;0.0;0;0;1;2;0
./scikit-learn/sklearn/externals/_scipy/sparse/csgraph/_laplacian.py;455;5;102;11;0;4.27;0.0;6;0;45;12;0
./scikit-learn/sklearn/externals/_packaging/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/externals/_packaging/_structures.py;62;19;28;18;2;1.67;9.0;0;0;1;8;0
./scikit-learn/sklearn/externals/_packaging/version.py;417;74;118;44;4;1.32;9.5;1;1;60;14;0
./scikit-learn/sklearn/preprocessing/__init__.py;61;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/preprocessing/_discretization.py;375;15;90;6;1;2.33;6.0;4;0;32;14;0
./scikit-learn/sklearn/preprocessing/_target_encoder.py;456;10;75;10;1;3.8;10.0;1;0;17;11;0
./scikit-learn/sklearn/preprocessing/_function_transformer.py;346;12;70;12;1;2.0;11.0;3;0;37;14;0
./scikit-learn/sklearn/preprocessing/_label.py;775;27;176;22;3;1.86;6.33;20;1;85;11;0
./scikit-learn/sklearn/preprocessing/_encoders.py;1403;89;276;24;3;2.5;8.0;21;0;179;15;0
./scikit-learn/sklearn/preprocessing/_polynomial.py;1028;116;145;14;2;2.93;6.5;14;0;125;16;0
./scikit-learn/sklearn/preprocessing/_data.py;2960;132;664;74;9;2.18;6.89;17;0;172;14;0
./scikit-learn/sklearn/preprocessing/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/preprocessing/tests/test_function_transformer.py;462;30;117;35;0;0.94;0.0;0;0;20;11;0
./scikit-learn/sklearn/preprocessing/tests/test_target_encoder.py;603;105;111;14;0;2.29;0.0;0;0;31;12;0
./scikit-learn/sklearn/preprocessing/tests/test_label.py;580;50;119;32;0;0.56;0.0;0;0;50;11;0
./scikit-learn/sklearn/preprocessing/tests/test_polynomial.py;1108;79;150;39;0;2.46;0.0;0;0;76;12;1
./scikit-learn/sklearn/preprocessing/tests/test_common.py;165;18;22;3;0;3.0;0.0;0;0;13;12;0
./scikit-learn/sklearn/preprocessing/tests/test_data.py;2111;276;499;102;0;0.89;0.0;0;0;149;12;0
./scikit-learn/sklearn/preprocessing/tests/test_encoders.py;1893;107;445;95;0;0.89;0.0;0;0;56;14;0
./scikit-learn/sklearn/preprocessing/tests/test_discretization.py;422;36;78;23;0;1.26;0.0;0;0;21;14;0
./scikit-learn/sklearn/feature_extraction/text.py;1765;60;356;50;5;1.96;8.4;23;3;138;15;1
./scikit-learn/sklearn/feature_extraction/__init__.py;17;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/feature_extraction/_hash.py;162;4;35;5;1;1.8;4.0;2;0;6;10;0
./scikit-learn/sklearn/feature_extraction/image.py;576;19;105;14;1;2.71;4.0;4;0;33;11;1
./scikit-learn/sklearn/feature_extraction/_dict_vectorizer.py;373;15;79;10;1;2.6;10.0;4;0;51;14;0
./scikit-learn/sklearn/feature_extraction/_stop_words.py;325;3;0;0;0;0.0;0.0;0;0;1;4;0
./scikit-learn/sklearn/feature_extraction/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/feature_extraction/tests/test_image.py;278;22;78;26;0;0.81;0.0;0;0;8;11;0
./scikit-learn/sklearn/feature_extraction/tests/test_feature_hasher.py;120;6;40;10;0;0.1;0.0;0;0;6;9;0
./scikit-learn/sklearn/feature_extraction/tests/test_text.py;1338;136;295;76;1;0.58;1.0;1;0;69;12;1
./scikit-learn/sklearn/feature_extraction/tests/test_dict_vectorizer.py;202;9;60;13;1;0.54;0.0;0;0;15;11;0
./scikit-learn/sklearn/cluster/_bisect_k_means.py;421;22;109;12;2;2.92;6.0;0;0;24;10;1
./scikit-learn/sklearn/cluster/__init__.py;54;0;2;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/cluster/_birch.py;615;46;126;21;3;2.0;6.33;1;0;37;11;0
./scikit-learn/sklearn/cluster/_agglomerative.py;1113;89;230;15;2;2.33;3.5;10;1;83;12;1
./scikit-learn/sklearn/cluster/_mean_shift.py;470;27;105;7;1;2.14;3.0;1;0;22;10;1
./scikit-learn/sklearn/cluster/_feature_agglomeration.py;73;8;19;2;1;2.0;2.0;0;0;4;12;1
./scikit-learn/sklearn/cluster/_bicluster.py;519;10;105;18;3;2.61;4.67;5;2;24;12;1
./scikit-learn/sklearn/cluster/_spectral.py;659;29;142;7;1;1.71;4.0;1;1;25;12;1
./scikit-learn/sklearn/cluster/_kmeans.py;1891;108;407;33;3;3.45;8.33;6;0;124;13;1
./scikit-learn/sklearn/cluster/_affinity_propagation.py;500;26;104;10;1;1.4;5.0;2;0;32;13;0
./scikit-learn/sklearn/cluster/_optics.py;1022;60;179;13;1;3.46;2.0;2;0;60;13;1
./scikit-learn/sklearn/cluster/_dbscan.py;396;17;82;5;1;2.6;4.0;0;0;8;10;0
./scikit-learn/sklearn/cluster/tests/test_affinity_propagation.py;251;39;70;18;0;0.83;0.0;0;0;13;9;0
./scikit-learn/sklearn/cluster/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/cluster/tests/test_feature_agglomeration.py;61;6;20;3;0;0.0;0.0;0;0;5;8;1
./scikit-learn/sklearn/cluster/tests/test_bisect_k_means.py;112;10;46;9;0;1.0;0.0;0;0;4;9;0
./scikit-learn/sklearn/cluster/tests/common.py;30;4;7;1;0;5.0;0.0;0;0;2;11;0
./scikit-learn/sklearn/cluster/tests/test_bicluster.py;219;11;45;16;1;1.5;2.0;0;0;21;13;0
./scikit-learn/sklearn/cluster/tests/test_optics.py;755;57;103;23;0;1.04;0.0;0;0;16;11;0
./scikit-learn/sklearn/cluster/tests/test_k_means.py;1108;150;253;61;0;1.8;0.0;0;1;42;12;1
./scikit-learn/sklearn/cluster/tests/test_spectral.py;274;36;61;14;0;0.93;0.0;1;1;14;10;1
./scikit-learn/sklearn/cluster/tests/test_birch.py;194;21;48;15;0;1.4;0.0;0;0;7;9;0
./scikit-learn/sklearn/cluster/tests/test_hierarchical.py;760;99;140;35;1;0.69;2.0;0;0;47;12;1
./scikit-learn/sklearn/cluster/tests/test_dbscan.py;350;56;84;18;0;0.5;0.0;0;0;10;11;0
./scikit-learn/sklearn/cluster/tests/test_mean_shift.py;169;25;46;12;0;1.0;0.0;0;0;4;10;1
./scikit-learn/sklearn/cluster/tests/test_hdbscan.py;500;24;102;29;0;0.69;0.0;0;0;26;12;1
./scikit-learn/sklearn/cluster/_hdbscan/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/cluster/_hdbscan/hdbscan.py;885;87;146;12;1;3.92;6.0;11;1;59;12;1
./scikit-learn/sklearn/cluster/_hdbscan/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/cluster/_hdbscan/tests/test_reachibility.py;48;0;15;4;0;0.75;0.0;0;0;2;8;0
./scikit-learn/sklearn/svm/__init__.py;21;6;4;0;0;0.0;0.0;0;0;1;3;1
./scikit-learn/sklearn/svm/_bounds.py;77;4;18;1;0;2.0;0.0;1;0;4;11;0
./scikit-learn/sklearn/svm/_base.py;1073;72;174;33;2;3.48;15.0;22;1;111;14;0
./scikit-learn/sklearn/svm/_classes.py;1480;11;350;21;7;1.86;2.86;0;2;12;11;0
./scikit-learn/sklearn/svm/tests/__init__.py;0;0;0;0;0;0.0;0.0;0;0;1;0;0
./scikit-learn/sklearn/svm/tests/test_svm.py;1158;183;260;62;0;0.58;0.0;0;0;50;11;0
